Redshift,K-band mag,K-band dmag
 0.053, 20.352, 0.215
 0.197, 15.753, 0.003
 0.174, 18.152, 0.031
 0.189, 18.093, 0.029
 0.156, 20.379, 0.220
 0.132, 21.956, 0.731
 0.196, 20.327, 0.211
 0.148, 19.374, 0.093
 0.128, 19.566, 0.110
 0.042, 14.716, 0.001
 0.147, 18.430, 0.040
 0.158, 20.768, 0.303
 0.192, 20.365, 0.218
 0.079, 21.100, 0.393
 0.127, 20.937, 0.346
 0.104, 17.045, 0.011
 0.194, 19.676, 0.121
 0.139, 21.713, 0.618
 0.116, 16.590, 0.007
 0.175, 19.660, 0.119
 0.192, 18.430, 0.040
 0.174, 18.198, 0.032
 0.159, 13.935, 0.001
 0.175, 17.666, 0.020
 0.119, 20.667, 0.279
 0.112, 19.992, 0.159
 0.121, 19.885, 0.145
 0.089, 20.281, 0.203
 0.167, 19.468, 0.101
 0.142, 21.732, 0.627
 0.193, 21.939, 0.723
 0.157, 20.383, 0.221
 0.162, 20.885, 0.332
 0.190, 17.563, 0.018
 0.170, 17.832, 0.023
 0.159, 19.181, 0.078
 0.121, 21.946, 0.726
 0.178, 18.883, 0.060
 0.130, 17.775, 0.022
 0.181, 18.720, 0.052
 0.132, 20.556, 0.255
 0.024, 19.892, 0.146
 0.184, 18.676, 0.050
 0.113, 21.932, 0.719
 0.181, 20.188, 0.187
 0.184, 19.417, 0.096
 0.137, 17.988, 0.027
 0.056, 20.851, 0.323
 0.150, 17.896, 0.025
 0.016, 18.513, 0.043
 0.079, 21.791, 0.653
 0.159, 19.655, 0.118
 0.175, 19.957, 0.154
 0.157, 19.568, 0.110
 0.116, 20.717, 0.291
 0.071, 21.497, 0.530
 0.155, 21.681, 0.605
 0.117, 17.257, 0.014
 0.118, 19.086, 0.072
 0.153, 20.741, 0.296
 0.046, 21.783, 0.650
 0.137, 17.794, 0.022
 0.062, 21.368, 0.482
 0.139, 19.496, 0.103
 0.196, 17.954, 0.026
 0.127, 20.544, 0.252
 0.175, 20.510, 0.245
 0.185, 19.429, 0.097
 0.182, 21.399, 0.493
 0.092, 18.898, 0.061
 0.166, 18.227, 0.033
 0.167, 20.659, 0.277
 0.177, 20.353, 0.215
 0.153, 21.591, 0.567
 0.154, 17.186, 0.013
 0.105, 21.327, 0.467
 0.080, 19.515, 0.105
 0.182, 15.611, 0.003
 0.137, 20.992, 0.362
 0.141, 21.139, 0.405
 0.161, 19.984, 0.158
 0.085, 14.729, 0.001
 0.097, 21.492, 0.528
 0.093, 20.085, 0.172
 0.080, 17.480, 0.017
 0.111, 16.712, 0.008
 0.186, 19.868, 0.143
 0.194, 19.622, 0.115
 0.157, 17.850, 0.024
 0.078, 21.859, 0.684
 0.086, 18.806, 0.056
 0.099, 18.492, 0.042
 0.198, 21.243, 0.439
 0.155, 18.001, 0.027
 0.139, 21.531, 0.543
 0.186, 21.971, 0.738
 0.156, 21.607, 0.574
 0.169, 21.182, 0.419
 0.145, 21.768, 0.643
 0.121, 12.374, 0.000
 0.149, 20.526, 0.249
 0.166, 21.742, 0.631
 0.150, 18.302, 0.035
 0.186, 20.623, 0.269
 0.157, 21.716, 0.620
 0.025, 19.661, 0.119
 0.199, 21.719, 0.621
 0.170, 20.848, 0.323
 0.154, 20.487, 0.241
 0.186, 16.938, 0.010
 0.197, 19.047, 0.069
 0.087, 17.787, 0.022
 0.120, 20.416, 0.227
 0.030, 18.020, 0.027
 0.139, 20.955, 0.351
 0.089, 18.463, 0.041
 0.185, 21.187, 0.420
 0.135, 20.278, 0.202
 0.107, 17.306, 0.014
 0.199, 21.056, 0.380
 0.183, 21.350, 0.475
 0.137, 20.301, 0.206
 0.191, 17.275, 0.014
 0.083, 21.760, 0.639
 0.085, 21.868, 0.689
 0.131, 19.377, 0.093
 0.059, 20.556, 0.255
 0.190, 18.092, 0.029
 0.023, 20.795, 0.309
 0.074, 19.068, 0.071
 0.100, 13.288, 0.000
 0.183, 19.995, 0.159
 0.104, 14.710, 0.001
 0.178, 15.484, 0.003
 0.151, 21.044, 0.377
 0.196, 16.320, 0.006
 0.054, 21.918, 0.712
 0.084, 21.312, 0.462
 0.150, 20.673, 0.280
 0.153, 13.863, 0.001
 0.095, 20.282, 0.203
 0.170, 20.144, 0.181
 0.067, 18.084, 0.029
 0.042, 19.299, 0.087
 0.175, 19.786, 0.133
 0.176, 20.835, 0.319
 0.144, 21.808, 0.661
 0.124, 15.190, 0.002
 0.192, 17.280, 0.014
 0.121, 21.958, 0.732
 0.037, 19.247, 0.083
 0.156, 20.548, 0.253
 0.199, 15.153, 0.002
 0.154, 20.538, 0.251
 0.178, 12.152, 0.000
 0.099, 21.978, 0.742
 0.198, 17.445, 0.016
 0.106, 21.062, 0.382
 0.175, 15.238, 0.002
 0.157, 21.512, 0.536
 0.141, 18.293, 0.035
 0.088, 21.815, 0.664
 0.168, 17.690, 0.020
 0.119, 13.526, 0.000
 0.141, 17.293, 0.014
 0.179, 18.818, 0.056
 0.142, 15.283, 0.002
 0.130, 21.680, 0.604
 0.121, 20.236, 0.195
 0.180, 18.547, 0.044
 0.148, 19.085, 0.072
 0.111, 20.865, 0.327
 0.163, 19.133, 0.075
 0.113, 21.254, 0.442
 0.150, 17.878, 0.024
 0.082, 20.839, 0.320
 0.127, 20.558, 0.255
 0.113, 18.863, 0.059
 0.194, 21.914, 0.710
 0.176, 15.189, 0.002
 0.073, 21.394, 0.491
 0.143, 20.982, 0.359
 0.174, 19.572, 0.110
 0.104, 21.844, 0.677
 0.125, 19.485, 0.102
 0.197, 20.202, 0.190
 0.199, 20.101, 0.174
 0.152, 20.155, 0.182
 0.142, 19.836, 0.139
 0.130, 19.128, 0.074
 0.177, 15.210, 0.002
 0.135, 21.542, 0.548
 0.115, 21.875, 0.692
 0.139, 20.874, 0.329
 0.190, 20.347, 0.214
 0.189, 15.047, 0.002
 0.145, 19.407, 0.095
 0.092, 18.532, 0.044
 0.139, 21.160, 0.412
 0.121, 21.706, 0.616
 0.134, 19.412, 0.096
 0.122, 20.708, 0.288
 0.055, 20.191, 0.188
 0.158, 20.344, 0.214
 0.156, 19.895, 0.146
 0.143, 20.003, 0.160
 0.130, 20.903, 0.337
 0.191, 17.485, 0.017
 0.140, 19.177, 0.078
 0.147, 19.463, 0.100
 0.165, 21.353, 0.476
 0.102, 12.339, 0.000
 0.184, 21.947, 0.726
 0.148, 21.236, 0.436
 0.185, 19.932, 0.151
 0.147, 21.394, 0.491
 0.186, 20.925, 0.343
 0.100, 20.668, 0.279
 0.134, 20.645, 0.274
 0.127, 21.295, 0.456
 0.151, 20.552, 0.254
 0.080, 21.794, 0.654
 0.170, 20.762, 0.301
 0.130, 21.099, 0.393
 0.090, 19.089, 0.072
 0.171, 20.414, 0.227
 0.133, 20.982, 0.359
 0.090, 21.641, 0.588
 0.177, 21.633, 0.585
 0.189, 21.013, 0.367
 0.174, 20.891, 0.334
 0.091, 18.655, 0.049
 0.152, 21.200, 0.425
 0.161, 18.629, 0.048
 0.199, 20.172, 0.185
 0.147, 20.738, 0.295
 0.190, 20.146, 0.181
 0.167, 20.425, 0.229
 0.086, 18.255, 0.034
 0.096, 19.741, 0.128
 0.187, 20.141, 0.180
 0.190, 21.285, 0.453
 0.090, 15.883, 0.004
 0.194, 15.669, 0.003
 0.132, 20.674, 0.280
 0.149, 21.260, 0.444
 0.141, 18.291, 0.035
 0.182, 19.436, 0.098
 0.180, 20.084, 0.172
 0.061, 21.782, 0.649
 0.147, 21.418, 0.500
 0.096, 21.603, 0.572
 0.164, 19.449, 0.099
 0.142, 21.694, 0.610
 0.196, 20.561, 0.256
 0.195, 20.847, 0.322
 0.070, 16.679, 0.008
 0.176, 20.843, 0.321
 0.171, 20.585, 0.261
 0.162, 21.431, 0.505
 0.189, 16.788, 0.009
 0.134, 21.906, 0.706
 0.193, 20.557, 0.255
 0.190, 19.732, 0.127
 0.114, 18.568, 0.045
 0.189, 17.515, 0.017
 0.128, 21.553, 0.552
 0.177, 21.042, 0.376
 0.123, 16.567, 0.007
 0.139, 16.683, 0.008
 0.190, 21.171, 0.415
 0.196, 21.473, 0.521
 0.123, 16.486, 0.007
 0.126, 18.944, 0.063
 0.171, 20.577, 0.259
 0.184, 21.151, 0.409
 0.141, 18.746, 0.053
 0.089, 21.812, 0.663
 0.123, 19.266, 0.084
 0.140, 21.067, 0.383
 0.146, 21.711, 0.618
 0.106, 19.621, 0.115
 0.135, 15.434, 0.003
 0.148, 21.325, 0.467
 0.188, 21.812, 0.663
 0.107, 21.170, 0.415
 0.181, 20.642, 0.273
 0.193, 16.957, 0.010
 0.130, 21.589, 0.566
 0.182, 19.649, 0.118
 0.166, 20.352, 0.215
 0.129, 21.173, 0.416
 0.136, 21.416, 0.499
 0.120, 21.066, 0.383
 0.118, 21.614, 0.577
 0.129, 14.759, 0.001
 0.188, 21.945, 0.725
 0.132, 20.336, 0.212
 0.119, 18.718, 0.052
 0.170, 18.548, 0.044
 0.073, 16.385, 0.006
 0.155, 20.906, 0.338
 0.128, 21.697, 0.611
 0.089, 13.888, 0.001
 0.141, 21.546, 0.549
 0.072, 19.730, 0.127
 0.138, 13.806, 0.001
 0.175, 20.162, 0.183
 0.104, 15.847, 0.004
 0.189, 20.925, 0.343
 0.129, 21.399, 0.493
 0.143, 20.257, 0.199
 0.142, 18.525, 0.043
 0.123, 13.994, 0.001
 0.165, 20.012, 0.161
 0.187, 20.505, 0.244
 0.100, 15.846, 0.004
 0.171, 17.054, 0.011
 0.143, 18.781, 0.055
 0.133, 20.015, 0.162
 0.197, 20.796, 0.310
 0.109, 18.499, 0.042
 0.188, 20.924, 0.343
 0.102, 21.440, 0.508
 0.137, 21.768, 0.643
 0.146, 21.909, 0.708
 0.173, 20.137, 0.180
 0.151, 21.510, 0.535
 0.191, 21.284, 0.453
 0.155, 21.257, 0.443
 0.096, 20.176, 0.185
 0.195, 20.110, 0.175
 0.147, 20.558, 0.255
 0.064, 21.856, 0.683
 0.063, 15.851, 0.004
 0.168, 21.419, 0.500
 0.181, 19.324, 0.089
 0.034, 21.352, 0.476
 0.147, 21.850, 0.680
 0.136, 21.985, 0.745
 0.195, 21.667, 0.599
 0.072, 18.656, 0.049
 0.176, 21.401, 0.494
 0.075, 17.703, 0.021
 0.171, 20.573, 0.258
 0.134, 16.548, 0.007
 0.133, 21.137, 0.405
 0.112, 19.785, 0.133
 0.193, 21.037, 0.375
 0.173, 20.091, 0.173
 0.097, 16.890, 0.010
 0.184, 17.646, 0.020
 0.171, 20.553, 0.254
 0.189, 18.582, 0.046
 0.134, 21.443, 0.510
 0.169, 16.564, 0.007
 0.111, 21.991, 0.748
 0.099, 20.532, 0.250
 0.160, 16.491, 0.007
 0.084, 21.998, 0.751
 0.156, 20.918, 0.341
 0.123, 21.252, 0.442
 0.090, 18.964, 0.064
 0.187, 18.841, 0.058
 0.112, 18.312, 0.036
 0.096, 21.903, 0.705
 0.141, 16.699, 0.008
 0.072, 21.102, 0.394
 0.126, 19.027, 0.068
 0.068, 17.979, 0.026
 0.182, 21.368, 0.482
 0.135, 21.029, 0.372
 0.140, 17.282, 0.014
 0.165, 14.514, 0.001
 0.198, 20.223, 0.193
 0.156, 19.387, 0.094
 0.113, 20.367, 0.218
 0.181, 21.839, 0.675
 0.166, 21.558, 0.554
 0.159, 18.427, 0.040
 0.145, 19.723, 0.126
 0.048, 11.726, 0.000
 0.171, 15.632, 0.003
 0.134, 21.232, 0.435
 0.197, 21.921, 0.714
 0.163, 21.425, 0.503
 0.035, 16.462, 0.007
 0.154, 19.191, 0.079
 0.184, 21.019, 0.369
 0.184, 21.719, 0.621
 0.162, 21.390, 0.490
 0.192, 21.062, 0.382
 0.078, 21.676, 0.603
 0.158, 20.445, 0.232
 0.141, 21.504, 0.533
 0.192, 18.149, 0.031
 0.192, 20.744, 0.297
 0.076, 19.870, 0.143
 0.059, 21.269, 0.448
 0.144, 20.585, 0.261
 0.135, 20.904, 0.337
 0.070, 18.676, 0.050
 0.074, 20.623, 0.269
 0.156, 18.001, 0.027
 0.184, 18.732, 0.052
 0.082, 19.564, 0.109
 0.145, 20.699, 0.286
 0.115, 20.609, 0.266
 0.137, 19.410, 0.096
 0.089, 21.946, 0.726
 0.147, 20.878, 0.331
 0.031, 16.801, 0.009
 0.155, 20.161, 0.183
 0.097, 20.547, 0.253
 0.171, 20.261, 0.199
 0.177, 20.730, 0.293
 0.127, 17.987, 0.027
 0.098, 21.752, 0.636
 0.182, 19.185, 0.078
 0.136, 20.479, 0.239
 0.164, 17.989, 0.027
 0.064, 16.081, 0.005
 0.108, 21.994, 0.750
 0.075, 20.824, 0.317
 0.153, 20.928, 0.344
 0.157, 20.548, 0.253
 0.188, 20.544, 0.252
 0.056, 17.296, 0.014
 0.072, 15.458, 0.003
 0.044, 17.177, 0.013
 0.074, 16.812, 0.009
 0.180, 21.205, 0.426
 0.172, 19.147, 0.076
 0.143, 16.181, 0.005
 0.082, 20.441, 0.232
 0.127, 17.045, 0.011
 0.188, 21.173, 0.416
 0.107, 21.050, 0.378
 0.092, 19.809, 0.136
 0.148, 16.547, 0.007
 0.055, 18.921, 0.062
 0.182, 18.418, 0.039
 0.150, 21.610, 0.575
 0.199, 21.619, 0.579
 0.116, 21.323, 0.466
 0.124, 17.060, 0.011
 0.132, 16.189, 0.005
 0.042, 11.582, 0.000
 0.162, 20.995, 0.362
 0.177, 17.904, 0.025
 0.164, 20.516, 0.247
 0.195, 21.263, 0.445
 0.137, 19.800, 0.134
 0.165, 20.240, 0.196
 0.118, 18.318, 0.036
 0.097, 16.619, 0.008
 0.176, 16.082, 0.005
 0.199, 16.801, 0.009
 0.089, 21.007, 0.366
 0.128, 21.261, 0.445
 0.173, 13.774, 0.001
 0.187, 20.859, 0.326
 0.103, 21.476, 0.522
 0.190, 21.129, 0.402
 0.186, 19.442, 0.098
 0.161, 16.696, 0.008
 0.108, 19.089, 0.072
 0.185, 19.892, 0.146
 0.181, 18.818, 0.056
 0.182, 20.044, 0.166
 0.176, 21.021, 0.370
 0.116, 21.244, 0.439
 0.129, 21.256, 0.443
 0.077, 17.609, 0.019
 0.129, 15.971, 0.004
 0.151, 20.146, 0.181
 0.157, 17.747, 0.021
 0.160, 15.408, 0.003
 0.174, 17.221, 0.013
 0.177, 21.266, 0.446
 0.172, 19.425, 0.097
 0.143, 20.392, 0.222
 0.161, 20.801, 0.311
 0.172, 20.567, 0.257
 0.051, 18.656, 0.049
 0.157, 17.938, 0.025
 0.072, 19.022, 0.068
 0.184, 20.579, 0.260
 0.096, 21.842, 0.677
 0.197, 19.607, 0.114
 0.170, 21.426, 0.503
 0.153, 17.305, 0.014
 0.048, 21.362, 0.480
 0.153, 19.322, 0.088
 0.125, 16.887, 0.010
 0.146, 21.645, 0.590
 0.158, 17.573, 0.018
 0.154, 20.965, 0.354
 0.071, 18.914, 0.062
 0.146, 21.401, 0.494
 0.145, 21.629, 0.583
 0.132, 15.988, 0.004
 0.131, 18.452, 0.041
 0.196, 18.613, 0.047
 0.103, 15.940, 0.004
 0.144, 15.033, 0.002
 0.185, 20.641, 0.273
 0.095, 16.922, 0.010
 0.139, 19.293, 0.086
 0.177, 19.604, 0.113
 0.136, 20.223, 0.193
 0.107, 20.467, 0.237
 0.193, 18.605, 0.047
 0.176, 21.417, 0.500
 0.182, 21.742, 0.631
 0.168, 18.452, 0.041
 0.082, 13.959, 0.001
 0.184, 16.268, 0.006
 0.100, 21.005, 0.365
 0.070, 21.759, 0.639
 0.078, 20.479, 0.239
 0.178, 21.369, 0.482
 0.168, 21.391, 0.490
 0.123, 21.917, 0.712
 0.180, 15.823, 0.004
 0.113, 21.926, 0.716
 0.126, 21.554, 0.552
 0.147, 21.426, 0.503
 0.153, 20.640, 0.273
 0.072, 19.388, 0.094
 0.182, 18.319, 0.036
 0.193, 20.883, 0.332
 0.080, 17.808, 0.023
 0.077, 15.729, 0.003
 0.107, 21.285, 0.453
 0.066, 18.936, 0.063
 0.115, 18.206, 0.032
 0.167, 21.247, 0.440
 0.152, 20.553, 0.254
 0.119, 21.837, 0.674
 0.120, 17.430, 0.016
 0.157, 21.755, 0.637
 0.165, 21.640, 0.588
 0.102, 20.755, 0.300
 0.135, 19.450, 0.099
 0.133, 18.283, 0.035
 0.151, 21.487, 0.526
 0.164, 21.668, 0.599
 0.167, 19.121, 0.074
 0.182, 21.222, 0.432
 0.181, 21.017, 0.369
 0.054, 20.563, 0.256
 0.115, 18.732, 0.052
 0.160, 15.413, 0.003
 0.113, 17.660, 0.020
 0.156, 14.206, 0.001
 0.144, 19.415, 0.096
 0.112, 21.411, 0.498
 0.117, 18.773, 0.054
 0.122, 21.000, 0.364
 0.118, 16.206, 0.005
 0.087, 14.003, 0.001
 0.079, 21.604, 0.572
 0.175, 21.617, 0.578
 0.170, 19.364, 0.092
 0.192, 20.809, 0.313
 0.140, 21.177, 0.417
 0.123, 21.806, 0.660
 0.169, 21.769, 0.643
 0.049, 20.386, 0.221
 0.135, 21.599, 0.570
 0.179, 19.452, 0.099
 0.138, 20.729, 0.293
 0.197, 20.722, 0.292
 0.090, 20.538, 0.251
 0.135, 21.404, 0.495
 0.187, 18.219, 0.033
 0.116, 19.066, 0.070
 0.188, 19.261, 0.084
 0.076, 19.854, 0.141
 0.123, 20.628, 0.270
 0.142, 21.936, 0.721
 0.087, 19.466, 0.100
 0.164, 18.058, 0.028
 0.152, 20.092, 0.173
 0.156, 14.947, 0.002
 0.133, 21.596, 0.569
 0.178, 19.962, 0.155
 0.184, 19.043, 0.069
 0.154, 21.321, 0.465
 0.072, 21.460, 0.516
 0.023, 19.962, 0.155
 0.145, 17.467, 0.017
 0.109, 20.121, 0.177
 0.068, 20.172, 0.185
 0.163, 15.709, 0.003
 0.137, 21.735, 0.628
 0.100, 20.287, 0.204
 0.129, 21.115, 0.398
 0.129, 21.272, 0.448
 0.085, 20.777, 0.305
 0.147, 21.920, 0.713
 0.127, 21.901, 0.704
 0.195, 21.880, 0.694
 0.119, 20.803, 0.311
 0.095, 20.752, 0.299
 0.121, 21.112, 0.397
 0.078, 20.699, 0.286
 0.108, 18.376, 0.038
 0.170, 21.095, 0.392
 0.064, 19.959, 0.154
 0.157, 20.700, 0.287
 0.147, 20.757, 0.300
 0.179, 20.664, 0.278
 0.055, 16.456, 0.007
 0.142, 21.776, 0.646
 0.112, 21.131, 0.403
 0.161, 19.972, 0.156
 0.181, 17.992, 0.027
 0.156, 14.739, 0.001
 0.123, 19.319, 0.088
 0.022, 20.485, 0.240
 0.132, 18.931, 0.062
 0.186, 19.040, 0.069
 0.092, 19.593, 0.112
 0.182, 19.757, 0.130
 0.174, 21.864, 0.687
 0.108, 21.677, 0.603
 0.132, 18.661, 0.049
 0.148, 21.811, 0.662
 0.081, 20.804, 0.312
 0.148, 19.137, 0.075
 0.061, 17.659, 0.020
 0.075, 20.137, 0.180
 0.162, 21.240, 0.438
 0.193, 19.551, 0.108
 0.081, 21.903, 0.705
 0.120, 18.282, 0.035
 0.128, 20.543, 0.252
 0.081, 20.624, 0.269
 0.177, 21.651, 0.592
 0.076, 21.234, 0.436
 0.163, 18.963, 0.064
 0.168, 21.321, 0.465
 0.092, 19.511, 0.104
 0.036, 21.889, 0.699
 0.118, 21.169, 0.415
 0.154, 20.790, 0.308
 0.141, 16.328, 0.006
 0.200, 21.574, 0.561
 0.066, 21.101, 0.393
 0.198, 21.368, 0.482
 0.154, 17.515, 0.017
 0.156, 21.122, 0.400
 0.142, 18.573, 0.045
 0.061, 21.981, 0.743
 0.153, 21.441, 0.509
 0.128, 20.831, 0.318
 0.113, 18.940, 0.063
 0.151, 21.578, 0.562
 0.041, 20.584, 0.261
 0.149, 21.573, 0.560
 0.140, 16.177, 0.005
 0.098, 21.508, 0.534
 0.044, 18.795, 0.055
 0.166, 20.925, 0.343
 0.191, 20.984, 0.359
 0.187, 20.480, 0.239
 0.084, 18.506, 0.043
 0.187, 21.615, 0.577
 0.194, 20.943, 0.348
 0.044, 20.494, 0.242
 0.135, 20.955, 0.351
 0.181, 21.351, 0.476
 0.159, 21.681, 0.605
 0.088, 19.139, 0.075
 0.028, 17.758, 0.022
 0.098, 21.999, 0.752
 0.177, 19.227, 0.081
 0.129, 19.618, 0.115
 0.119, 16.590, 0.007
 0.035, 20.716, 0.290
 0.138, 19.307, 0.087
 0.147, 19.715, 0.125
 0.104, 21.086, 0.389
 0.193, 20.454, 0.234
 0.190, 21.971, 0.738
 0.101, 21.159, 0.412
 0.190, 16.514, 0.007
 0.187, 19.427, 0.097
 0.057, 21.354, 0.477
 0.088, 16.731, 0.008
 0.135, 20.810, 0.313
 0.078, 21.907, 0.707
 0.072, 21.873, 0.691
 0.147, 19.046, 0.069
 0.186, 20.806, 0.312
 0.117, 21.899, 0.703
 0.062, 21.933, 0.720
 0.193, 17.128, 0.012
 0.171, 21.622, 0.580
 0.133, 21.577, 0.562
 0.113, 20.532, 0.250
 0.057, 21.278, 0.451
 0.154, 21.887, 0.698
 0.048, 21.230, 0.434
 0.185, 18.056, 0.028
 0.066, 21.740, 0.630
 0.065, 19.183, 0.078
 0.091, 19.957, 0.154
 0.185, 17.720, 0.021
 0.176, 20.842, 0.321
 0.168, 21.942, 0.724
 0.116, 17.516, 0.017
 0.168, 14.460, 0.001
 0.167, 19.803, 0.135
 0.175, 15.121, 0.002
 0.140, 19.080, 0.071
 0.039, 21.616, 0.577
 0.050, 20.232, 0.195
 0.080, 17.603, 0.019
 0.107, 17.940, 0.026
 0.062, 18.581, 0.046
 0.168, 19.597, 0.113
 0.125, 21.471, 0.520
 0.149, 21.956, 0.731
 0.049, 17.922, 0.025
 0.160, 21.529, 0.542
 0.162, 20.362, 0.217
 0.136, 21.042, 0.376
 0.168, 21.912, 0.709
 0.038, 21.199, 0.424
 0.168, 21.145, 0.407
 0.194, 18.112, 0.030
 0.177, 16.703, 0.008
 0.090, 21.080, 0.387
 0.036, 20.656, 0.276
 0.121, 21.867, 0.688
 0.178, 20.857, 0.325
 0.050, 12.789, 0.000
 0.154, 20.793, 0.309
 0.145, 20.630, 0.271
 0.164, 20.855, 0.324
 0.169, 18.553, 0.044
 0.159, 20.994, 0.362
 0.151, 21.550, 0.551
 0.157, 19.942, 0.152
 0.127, 21.569, 0.558
 0.180, 21.545, 0.549
 0.180, 21.979, 0.742
 0.086, 18.548, 0.044
 0.154, 18.502, 0.042
 0.088, 19.467, 0.101
 0.172, 21.535, 0.545
 0.060, 21.364, 0.480
 0.174, 21.306, 0.460
 0.160, 19.158, 0.076
 0.109, 18.723, 0.052
 0.144, 17.646, 0.020
 0.167, 18.455, 0.041
 0.070, 17.789, 0.022
 0.120, 17.191, 0.013
 0.069, 21.859, 0.684
 0.128, 14.329, 0.001
 0.183, 21.338, 0.471
 0.172, 20.108, 0.175
 0.200, 18.972, 0.065
 0.100, 21.527, 0.542
 0.138, 16.972, 0.011
 0.180, 16.677, 0.008
 0.083, 20.017, 0.162
 0.150, 15.625, 0.003
 0.062, 21.705, 0.615
 0.063, 21.873, 0.691
 0.163, 20.395, 0.223
 0.170, 21.911, 0.709
 0.136, 21.793, 0.654
 0.176, 21.446, 0.511
 0.185, 14.285, 0.001
 0.192, 21.998, 0.751
 0.187, 19.273, 0.085
 0.070, 16.366, 0.006
 0.192, 17.687, 0.020
 0.117, 17.978, 0.026
 0.091, 18.694, 0.050
 0.088, 21.475, 0.522
 0.066, 21.526, 0.541
 0.165, 19.719, 0.125
 0.198, 20.717, 0.291
 0.084, 16.952, 0.010
 0.153, 18.195, 0.032
 0.074, 21.974, 0.740
 0.054, 20.225, 0.193
 0.094, 19.894, 0.146
 0.142, 20.547, 0.253
 0.144, 16.155, 0.005
 0.178, 20.647, 0.274
 0.075, 21.269, 0.448
 0.108, 20.181, 0.186
 0.161, 21.322, 0.466
 0.181, 13.616, 0.000
 0.168, 17.120, 0.012
 0.161, 21.284, 0.452
 0.058, 15.608, 0.003
 0.016, 17.278, 0.014
 0.145, 20.612, 0.267
 0.110, 18.823, 0.057
 0.167, 14.388, 0.001
 0.151, 21.318, 0.464
 0.200, 20.600, 0.264
 0.081, 20.530, 0.249
 0.109, 17.689, 0.020
 0.057, 21.658, 0.595
 0.129, 19.717, 0.125
 0.147, 19.265, 0.084
 0.187, 20.098, 0.174
 0.127, 19.365, 0.092
 0.045, 20.477, 0.239
 0.074, 19.937, 0.151
 0.196, 18.298, 0.035
 0.200, 17.796, 0.022
 0.155, 19.488, 0.102
 0.141, 21.388, 0.489
 0.127, 21.278, 0.451
 0.186, 20.033, 0.164
 0.025, 15.529, 0.003
 0.191, 19.699, 0.123
 0.192, 21.270, 0.448
 0.125, 15.529, 0.003
 0.186, 21.890, 0.699
 0.185, 19.745, 0.128
 0.185, 17.946, 0.026
 0.013, 15.306, 0.002
 0.056, 15.310, 0.002
 0.154, 18.683, 0.050
 0.120, 20.639, 0.273
 0.041, 21.672, 0.601
 0.116, 19.233, 0.082
 0.193, 20.608, 0.266
 0.185, 21.573, 0.560
 0.089, 21.388, 0.489
 0.198, 19.167, 0.077
 0.168, 20.535, 0.251
 0.126, 20.692, 0.285
 0.188, 18.000, 0.027
 0.030, 15.977, 0.004
 0.148, 21.984, 0.744
 0.167, 20.847, 0.322
 0.154, 21.638, 0.587
 0.102, 20.424, 0.229
 0.153, 21.055, 0.380
 0.185, 21.414, 0.499
 0.034, 17.411, 0.016
 0.133, 21.996, 0.750
 0.135, 19.187, 0.078
 0.135, 20.914, 0.340
 0.046, 19.592, 0.112
 0.122, 17.947, 0.026
 0.038, 21.340, 0.472
 0.144, 13.382, 0.000
 0.189, 19.189, 0.079
 0.124, 16.362, 0.006
 0.170, 20.333, 0.212
 0.169, 17.945, 0.026
 0.174, 21.472, 0.520
 0.146, 21.631, 0.584
 0.170, 21.688, 0.608
 0.170, 18.810, 0.056
 0.174, 18.030, 0.028
 0.196, 18.355, 0.037
 0.175, 21.770, 0.643
 0.100, 21.542, 0.548
 0.084, 18.552, 0.044
 0.175, 19.900, 0.147
 0.087, 17.636, 0.019
 0.137, 20.888, 0.333
 0.114, 21.640, 0.588
 0.150, 17.421, 0.016
 0.128, 18.509, 0.043
 0.105, 20.403, 0.224
 0.162, 18.799, 0.055
 0.159, 16.864, 0.010
 0.120, 17.486, 0.017
 0.100, 20.361, 0.217
 0.184, 17.821, 0.023
 0.194, 20.063, 0.169
 0.102, 17.671, 0.020
 0.151, 20.707, 0.288
 0.107, 18.178, 0.032
 0.165, 19.208, 0.080
 0.075, 16.676, 0.008
 0.169, 21.073, 0.385
 0.119, 20.803, 0.311
 0.149, 16.937, 0.010
 0.174, 21.208, 0.427
 0.189, 20.788, 0.308
 0.102, 21.129, 0.402
 0.154, 20.692, 0.285
 0.190, 21.690, 0.609
 0.070, 21.369, 0.482
 0.160, 17.916, 0.025
 0.154, 21.489, 0.527
 0.189, 21.665, 0.598
 0.132, 18.268, 0.034
 0.083, 19.193, 0.079
 0.133, 12.725, 0.000
 0.124, 18.931, 0.062
 0.199, 21.677, 0.603
 0.174, 19.627, 0.116
 0.180, 19.044, 0.069
 0.187, 21.997, 0.751
 0.108, 20.444, 0.232
 0.167, 13.651, 0.000
 0.189, 21.872, 0.690
 0.096, 21.581, 0.563
 0.165, 21.957, 0.732
 0.110, 17.150, 0.012
 0.137, 20.437, 0.231
 0.199, 21.179, 0.418
 0.154, 19.453, 0.099
 0.141, 18.890, 0.060
 0.133, 21.053, 0.379
 0.092, 20.125, 0.178
 0.126, 16.432, 0.006
 0.180, 17.266, 0.014
 0.103, 20.494, 0.242
 0.104, 17.291, 0.014
 0.170, 19.641, 0.117
 0.128, 14.297, 0.001
 0.141, 21.854, 0.682
 0.113, 20.192, 0.188
 0.134, 20.141, 0.180
